,x1,x2,"f(x1, x2)"
0,-5.6323678421961,-1.7819873708083538,448.21620493010045
1,-5.903214376104727,-1.7819873708083538,581.5350998682969
2,1.8055006012205959,-5.6323678421961,882.6161584303541
3,1.8055006012205959,-1.0531706275762525,94.01272642335233
4,-3.7396038037792483,-4.411856551728171,78.1603905703729
5,-0.5716625031688084,-4.411856551728171,368.99805696456576
6,-3.906270470445915,-3.7396038037792483,9.746057505137161
7,-3.906270470445915,-4.911856551728171,175.19638876087825
8,-3.779427139100566,-3.279427139100566,0.0006358367544698991
9,-3.1127604724338993,-3.279427139100566,21.48148369240571
10,-2.6127604724338993,-3.779427139100566,85.06990315543605
11,-2.6127604724338993,-0.3905496376855627,110.32637044752461
12,-3.6289775155159263,-2.4623108488492598,20.934132751635456
13,-3.3483520001511162,-2.4623108488492598,23.430782980170502
14,-3.5150186668177827,-3.6289775155159263,12.21550709153701
15,-3.5150186668177827,-4.015018666817783,38.49382273169291
16,1.4586611570953933,1.2919944904287268,72.45422111588535
17,0.7919944904287268,1.2919944904287268,103.06032858568703
18,1.9586611570953933,1.4586611570953933,41.03619320165819
19,1.9586611570953933,0.45866115709539335,68.29508747898542
20,-4.155346037187709,-3.0971355879023017,12.490683611749063
21,-3.4886793705210417,-3.0971355879023017,4.514033820258622
22,-3.763802254568968,-4.155346037187709,43.26868446575911
23,-3.763802254568968,-4.155346037187709,43.26868446575911
24,-4.45484869705187,-3.288182030385203,31.298822477597973
25,-3.6718196479021907,-3.288182030385203,0.6692011819948606
26,-3.8384863145688572,-4.45484869705187,81.64913822153422
27,-3.8384863145688572,-4.45484869705187,81.64913822153422
28,-3.0449104306369383,-3.4696818486958456,30.99647280921832
29,-3.303015182029179,-3.4696818486958456,15.684555122089385
30,-2.803015182029179,-3.0449104306369383,38.574076124716775
31,-2.803015182029179,-0.7180618455558206,101.16445902167389
32,-4.588097271868678,-3.031477797865537,55.02014329136412
33,-3.531477797865537,-3.031477797865537,4.233988837541434
34,-3.421430605202011,-4.588097271868678,128.04924393273708
35,-3.421430605202011,-3.2227065716092222,6.334135669162669
36,-2.727209405765617,1.5723005845724218,56.59640235871605
37,-1.330449613383676,1.5723005845724218,92.95880631348308
38,-2.321953276347261,-2.727209405765617,73.03512032130695
39,-2.321953276347261,1.0723005845724218,87.36102701401107
40,-3.459229082446368,1.1929495297717345,86.31332331375414
41,1.359616196438401,1.1929495297717345,81.12287263925205
42,1.859616196438401,-3.459229082446368,167.61591381465382
43,1.859616196438401,-1.97588231187685,92.11517267003948
44,-3.087532995168099,1.0694649940180452,80.14930356046688
45,1.2361316606847117,1.0694649940180452,91.9476773290461
46,1.7361316606847117,-3.087532995168099,140.84403111226015
47,1.7361316606847117,-1.9716038012576114,101.0459799919355
