,x1,x2,"f(x1, x2)"
0,-0.1551184615727568,-0.0301184615727568,0.00424937717696417
1,-0.23845179490609014,-0.0301184615727568,0.01157199427109558
2,-0.11345179490609014,-0.1551184615727568,0.0011553276044289143
3,-0.11345179490609014,-0.46071057933026416,0.03344379015982602
4,-0.10194686337854897,-0.2063582519660926,0.003675954958171487
5,-0.10194686337854897,-0.2063582519660926,0.003675954958171487
6,-0.14361353004521563,-0.10194686337854897,0.0010370268459621189
7,-0.14361353004521563,-0.2686135300452156,0.005605561490707997
8,-0.0018372376609703533,0.1830240272214847,0.008871708340597764
9,-0.14795387495551193,0.1830240272214847,0.02739889208817097
10,0.12316276233902965,-0.0018372376609703533,0.004053448829384064
11,0.12316276233902965,-0.0018372376609703533,0.004053448829384064
12,-0.4941225684066528,0.29374440762057197,0.15558510705177103
13,-0.7385294840895719,0.29374440762057197,0.26837568451909677
14,0.7456175783865633,-0.4941225684066528,0.38487140529316416
15,0.7456175783865633,0.16359371049346527,0.09295459737757941
16,0.16344001898923444,0.16557067578436943,0.0010836152973487598
17,0.2072373424510361,0.16557067578436943,0.0018238859623838817
18,0.3322373424510361,0.16344001898923444,0.00958009456841091
19,0.3322373424510361,0.406040929250819,0.006812290420799075
20,0.003887277547805601,0.09853940225983981,0.0023446684254897986
21,0.003887277547805601,0.09853940225983981,0.0023446684254897986
22,-0.037779389118861056,0.003887277547805601,0.0004455145300452263
23,-0.037779389118861056,-0.32173289412504624,0.021449889069356888
24,-0.07236071663197044,0.05263928336802956,0.003910139349299841
25,-0.07236071663197044,0.05263928336802956,0.003910139349299841
26,0.23345498417545707,-0.07236071663197044,0.02364032434543823
27,0.23345498417545707,0.1219410560335421,0.004371902496372411
28,0.27352558769726976,0.34721635514834925,0.005210787897959805
29,0.19019225436393639,0.34721635514834925,0.009052222192567648
30,0.39852558769726976,0.27352558769726976,0.008422777823491823
31,0.39852558769726976,0.27352558769726976,0.008422777823491823
32,-0.03045546390364587,0.2612112027630208,0.02179984322127647
33,0.2747888995452856,0.2612112027630208,0.002919049559222932
34,0.09454453609635413,-0.03045546390364587,0.003947324091745222
35,0.09454453609635413,0.4991233898199984,0.04444542828270274
36,-0.8184936664959225,0.1862372760242453,0.25636854814728893
37,-0.9663882730312056,0.1862372760242453,0.3382227698651544
38,0.7657597665969121,-0.8184936664959225,0.6274925437085938
39,0.7657597665969121,0.3169168970945767,0.062086867956793995
